ticker,cik,name,exchange,10K_files,10Q_files,k_count,q_count,total,GICS Sector,GICS Sub-Industry,Date first added,Founded
GPN,1123360,GLOBAL PAYMENTS INC,NYSE,"['0001123360-21-000009', '0001123360-20-000009', '0001123360-19-000008', '0001123360-18-000007', '0001123360-16-000094', '0001123360-15-000026', '0001123360-14-000033', '0001123360-13-000025', '0001123360-12-000045', '0001193125-11-196004', '0001193125-10-169025', '0001193125-09-157024', '0001193125-08-160811', '0001193125-07-165419', '0001193125-06-161792', '0001193125-05-168681', '0001193125-04-136910', '0001193125-03-042188', '0000931763-02-002979']","['0001123360-21-000032', '0001123360-21-000026', '0001123360-21-000018', '0001123360-20-000034', '0001123360-20-000028', '0001123360-20-000020', '0001123360-19-000034', '0001123360-19-000022', '0001123360-19-000016', '0001123360-18-000042', '0001123360-18-000026', '0001123360-18-000016', '0001123360-17-000050', '0001123360-17-000034', '0001123360-17-000024', '0001123360-17-000006', '0001123360-16-000105', '0001123360-16-000076', '0001123360-16-000045', '0001123360-15-000037', '0001123360-15-000017', '0001123360-15-000006', '0001123360-14-000044', '0001123360-14-000021', '0001123360-14-000005', '0001123360-13-000031', '0001123360-13-000014', '0001123360-13-000002', '0001123360-12-000103', '0001123360-12-000023', '0001123360-12-000006', '0001123360-11-000105', '0001193125-11-086772', '0001193125-11-003898', '0001193125-10-228084', '0001193125-10-074997', '0001193125-10-003502', '0001193125-09-204342', '0001193125-09-073865', '0001193125-09-003241', '0001193125-08-208011', '0001193125-08-073348', '0001193125-08-003127', '0001193125-07-212833', '0001193125-07-076331', '0001193125-07-003002', '0001193125-06-204509', '0001193125-06-075885', '0001193125-06-000430', '0001193125-05-198473', '0001193125-05-068426', '0001193125-04-220261', '0001193125-04-166277', '0001193125-04-055226', '0001193125-04-004334', '0001193125-03-060462', '0000931763-03-000857', '0000931763-03-000067', '0000931763-02-003218', '0000950168-02-000791', '0000931763-02-000072', '0001021408-01-508090']",19,62,81,Information Technology,Data Processing & Outsourced Services,4/25/2016,2000.0
ANSS,1013462,ANSYS INC,Nasdaq,"['0001013462-21-000009', '0001013462-20-000004', '0001013462-19-000003', '0001013462-18-000004', '0001013462-17-000003', '0001013462-16-000017', '0001013462-15-000004', '0001013462-14-000004', '0001013462-13-000003', '0001193125-12-074501', '0001193125-11-046536', '0001193125-10-040617', '0001193125-09-040766', '0001193125-08-041214', '0001193125-07-042422', '0001193125-06-049706', '0001193125-05-046539', '0001193125-04-040366', '0000950132-03-000007']","['0001013462-21-000048', '0001013462-21-000039', '0001013462-21-000017', '0001013462-20-000040', '0001013462-20-000028', '0001013462-20-000015', '0001013462-19-000013', '0001013462-19-000011', '0001013462-19-000008', '0001013462-18-000012', '0001013462-18-000010', '0001013462-18-000007', '0001013462-17-000010', '0001013462-17-000007', '0001013462-17-000005', '0001013462-16-000025', '0001013462-16-000022', '0001013462-16-000020', '0001013462-15-000014', '0001013462-15-000011', '0001013462-15-000008', '0001013462-14-000020', '0001013462-14-000015', '0001013462-14-000006', '0001013462-13-000013', '0001013462-13-000008', '0001445305-12-003335', '0001193125-12-330924', '0001193125-12-207209', '0001193125-11-294457', '0001193125-11-209829', '0001193125-11-127790', '0001193125-10-247675', '0001193125-10-178972', '0001193125-10-110313', '0001193125-09-226764', '0001193125-09-168796', '0001193125-09-104680', '0001193125-08-227825', '0001193125-08-171315', '0001193125-08-105498', '0001193125-07-236636', '0001193125-07-173126', '0001193125-07-105392', '0001193125-06-223083', '0001193125-06-161861', '0001193125-06-101536', '0001193125-05-216456', '0001193125-05-158714', '0001193125-05-098732', '0001193125-04-188891', '0001193125-04-133829', '0001193125-04-081573', '0001193125-03-077882', '0001193125-03-035454', '0000950132-03-000107', '0000950132-02-000241', '0000950132-02-000166', '0001021408-02-006256', '0000927016-01-503585', '0001021408-01-504377', '0000950132-01-500239']",19,62,81,Information Technology,Application Software,6/19/2017,1969.0
PAYC,1590955,"Paycom Software, Inc.",NYSE,"['0001564590-21-006660', '0001564590-20-004636', '0001564590-19-002998', '0001564590-18-002088', '0001564590-17-001891', '0001564590-16-013001', '0001193125-15-065707']","['0001564590-21-054471', '0001564590-21-041585', '0001564590-21-024960', '0001564590-20-051300', '0001564590-20-037741', '0001564590-20-020184', '0001564590-19-039201', '0001564590-19-027991', '0001564590-19-015388', '0001564590-18-026220', '0001564590-18-018908', '0001564590-18-010699', '0001564590-17-021195', '0001564590-17-014965', '0001564590-17-008773', '0001564590-16-027365', '0001564590-16-022350', '0001564590-16-018027', '0001564590-15-009936', '0001564590-15-006677', '0001564590-15-004189', '0001193125-14-402397', '0001193125-14-302051', '0001193125-14-208362']",7,24,31,Information Technology,Application Software,1/28/2020,1998.0
SWKS,4127,"SKYWORKS SOLUTIONS, INC.",Nasdaq,"['0000004127-20-000058', '0000004127-19-000049', '0000004127-18-000046', '0000004127-17-000033', '0000004127-16-000068', '0000004127-15-000037', '0000004127-14-000046', '0000004127-13-000056', '0000004127-12-000042', '0000004127-11-000015', '0000950123-10-109435', '0000950123-09-066947', '0000892569-08-001542', '0000892569-07-001468', '0000892569-06-001446', '0000892569-05-001238', '0000004127-04-000082', '0000004127-03-000048', '0000950135-02-005681', '0000950135-02-003198', '0000950135-01-501847']","['0000004127-21-000050', '0000004127-21-000029', '0000004127-21-000013', '0000004127-20-000046', '0000004127-20-000027', '0000004127-20-000007', '0000004127-19-000041', '0000004127-19-000022', '0000004127-19-000013', '0000004127-18-000032', '0000004127-18-000021', '0000004127-18-000011', '0000004127-17-000027', '0000004127-17-000018', '0000004127-17-000012', '0000004127-16-000062', '0000004127-16-000049', '0000004127-16-000044', '0000004127-15-000027', '0000004127-15-000012', '0000004127-15-000006', '0000004127-14-000034', '0000004127-14-000018', '0000004127-14-000008', '0000004127-13-000034', '0000004127-13-000019', '0000004127-13-000006', '0000004127-12-000028', '0000004127-12-000021', '0000004127-12-000010', '0000950123-11-048857', '0000950123-11-010342', '0000950123-10-075643', '0000950123-10-047885', '0000950123-10-010467', '0000950123-09-033585', '0000950134-09-010567', '0000892569-09-000066', '0000892569-08-001072', '0000892569-08-000778', '0000892569-08-000102', '0000950137-07-011698', '0000950137-07-007074', '0000950137-07-001647', '0000892569-06-000971', '0000950137-06-005726', '0000892569-06-000098', '0000950137-05-009995', '0000004127-05-000023', '0000004127-05-000007', '0000004127-04-000037', '0000892569-04-000664', '0000004127-04-000020', '0000004127-03-000038', '0000004127-03-000006', '0000950135-03-000830', '0000950135-02-003667', '0000950135-02-000755', '0000950135-01-503532', '0000950135-01-502453', '0000950135-01-000657', '0000950135-00-005112', '0000950135-00-004021']",21,63,84,Information Technology,Semiconductors,3/12/2015,2002.0
MPWR,1280452,MONOLITHIC POWER SYSTEMS INC,Nasdaq,"['0001437749-21-004587', '0001437749-20-003943', '0001437749-19-003798', '0001437749-18-003639', '0001437749-17-003558', '0001437749-16-026344', '0001437749-15-003820', '0001437749-14-003761', '0001437749-13-002333', '0001437749-12-002162', '0001437749-11-001307', '0001193125-10-030881', '0001193125-09-040534', '0001193125-08-052915', '0001193125-07-056647', '0001193125-06-065261', '0001193125-05-067039']","['0001437749-21-025711', '0001437749-21-019111', '0001437749-21-011491', '0001437749-20-022991', '0001437749-20-016315', '0001437749-20-010283', '0001437749-19-021309', '0001437749-19-015315', '0001437749-19-009481', '0001437749-18-019424', '0001437749-18-014210', '0001437749-18-009009', '0001437749-17-018298', '0001437749-17-013378', '0001437749-17-008176', '0001437749-16-041014', '0001437749-16-036004', '0001437749-16-031125', '0001437749-15-019011', '0001437749-15-014479', '0001437749-15-009116', '0001437749-14-019121', '0001437749-14-007746', '0001437749-13-013503', '0001437749-13-010006', '0001437749-13-005195', '0001437749-12-010999', '0001437749-12-007381', '0001437749-12-004661', '0001437749-11-007798', '0001437749-11-002604', '0001437749-10-003649', '0001193125-10-169045', '0001193125-10-099300', '0001193125-09-211964', '0001193125-09-159531', '0001193125-09-090079', '0001193125-08-215194', '0001193125-08-162578', '0001193125-08-114564', '0001193125-07-231439', '0001193125-07-167889', '0001193125-07-093154', '0001193125-06-225436', '0001193125-06-162205', '0001193125-06-105349', '0001193125-06-051331', '0001193125-05-168639', '0001193125-05-107240']",17,49,66,Information Technology,Semiconductors,2/12/2021,1997.0
MCHP,827054,MICROCHIP TECHNOLOGY INC,Nasdaq,"['0000827054-21-000106', '0000827054-20-000119', '0000827054-19-000143', '0001628280-18-006982', '0000827054-17-000098', '0000827054-16-000344', '0000827054-15-000103', '0000827054-14-000140', '0000827054-13-000171', '0000827054-12-000170', '0000827054-11-000157', '0001140361-10-023724', '0000827054-09-000103', '0000827054-08-000120', '0000827054-07-000095', '0001104659-06-038580', '0001104659-05-025010', '0001104659-04-016118', '0000950147-03-000708', '0000950147-02-000745']","['0000827054-21-000280', '0000827054-21-000187', '0000827054-21-000025', '0000827054-20-000278', '0000827054-20-000186', '0000827054-20-000029', '0000827054-19-000288', '0000827054-19-000197', '0000827054-19-000018', '0000827054-18-000249', '0000827054-18-000143', '0000827054-18-000021', '0000827054-17-000203', '0000827054-17-000132', '0000827054-17-000018', '0000827054-16-000472', '0000827054-16-000385', '0000827054-16-000265', '0000827054-15-000218', '0000827054-15-000134', '0000827054-15-000017', '0000827054-14-000250', '0000827054-14-000176', '0000827054-14-000023', '0000827054-13-000321', '0000827054-13-000216', '0000827054-13-000050', '0000827054-12-000342', '0000827054-12-000230', '0000827054-12-000035', '0000827054-11-000035', '0000827054-10-000284', '0000827054-10-000049', '0000827054-09-000214', '0000827054-09-000152', '0000827054-09-000033', '0000827054-08-000228', '0000827054-08-000171', '0000827054-08-000016', '0000827054-07-000175', '0000827054-07-000124', '0000827054-07-000010', '0000827054-06-000134', '0000827054-06-000103', '0001104659-06-007461', '0001104659-05-052755', '0001104659-05-037336', '0001104659-05-004665', '0001104659-04-033335', '0001104659-04-023058', '0001104659-04-003031', '0001104659-03-026294', '0001104659-03-017785', '0000950147-03-000125', '0000950147-02-001431', '0000950147-02-000961', '0000950147-02-000190', '0000950147-01-501817', '0000950147-01-501388', '0000950147-01-500280']",20,60,80,Information Technology,Semiconductors,9/7/2007,1989.0
TYL,860731,TYLER TECHNOLOGIES INC,NYSE,"['0000860731-21-000014', '0000860731-20-000008', '0000860731-19-000009', '0000860731-18-000011', '0000860731-17-000006', '0001564590-16-013137', '0001564590-15-000744', '0001193125-14-058350', '0001193125-13-067262', '0001193125-12-075092', '0000950123-11-017571', '0000950123-10-016745', '0000950134-09-003823', '0000950134-08-003695', '0000950134-07-004537', '0000950134-06-004110', '0000950134-05-004575', '0000950134-04-002615', '0000950134-03-003229']","['0000860731-21-000039', '0000860731-21-000034', '0000860731-21-000025', '0000860731-20-000034', '0000860731-20-000026', '0000860731-20-000017', '0000860731-19-000047', '0000860731-19-000027', '0000860731-19-000020', '0000860731-18-000043', '0000860731-18-000034', '0000860731-18-000024', '0000860731-17-000033', '0000860731-17-000027', '0000860731-17-000019', '0001564590-16-026222', '0001564590-16-021582', '0001564590-16-016779', '0001564590-15-008522', '0001564590-15-005577', '0001564590-15-002772', '0001193125-14-378800', '0001193125-14-277264', '0001193125-14-154914', '0001193125-13-408574', '0001193125-13-300787', '0001193125-13-170848', '0001193125-12-433578', '0001193125-12-314784', '0001193125-12-182583', '0000950123-11-092120', '0000950123-11-069050', '0000950123-11-041289', '0000950123-10-097141', '0000950123-10-069490', '0000950123-10-040152', '0000950123-09-054613', '0000950123-09-027097', '0000950134-09-008566', '0001157523-08-008385', '0001157523-08-005896', '0000950134-08-007285', '0000950134-07-021956', '0000950134-07-015913', '0000950134-07-009135', '0000950134-06-019726', '0000950134-06-014028', '0000950134-06-008146', '0000950134-05-019867', '0000950134-05-014292', '0000950134-05-008472', '0000950134-04-015936', '0000950134-04-010919', '0000950134-04-006271', '0000950134-03-014220', '0000950134-03-010782', '0000950134-03-007051', '0000950134-02-013179', '0000950134-02-008993', '0000950134-02-004838', '0000950134-01-508012', '0000950134-01-504870', '0000950134-01-501404', '0000950134-00-009754', '0000950134-00-007182']",19,65,84,Information Technology,Application Software,6/22/2020,1966.0
BR,1383312,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",NYSE,"['0001383312-21-000047', '0001383312-20-000055', '0001383312-19-000042', '0001383312-18-000041', '0001383312-17-000053', '0001383312-16-000108', '0001383312-15-000051', '0001193125-14-300856', '0001193125-13-326099', '0001193125-12-346911', '0001193125-11-220708', '0001193125-10-187056', '0001193125-09-171581', '0001193125-08-178063', '0001193125-07-188068']","['0001383312-21-000057', '0001383312-21-000024', '0001383312-21-000009', '0001383312-20-000063', '0001383312-20-000031', '0001383312-20-000013', '0001383312-19-000059', '0001383312-19-000026', '0001383312-19-000008', '0001383312-18-000054', '0001383312-18-000027', '0001383312-18-000007', '0001383312-17-000068', '0001383312-17-000030', '0001383312-17-000012', '0001383312-16-000123', '0001383312-16-000089', '0001383312-16-000078', '0001383312-15-000061', '0001383312-15-000034', '0001383312-15-000011', '0001383312-14-000008', '0001193125-14-191907', '0001193125-14-038607', '0001193125-13-203430', '0001193125-13-043010', '0001193125-12-217463', '0001193125-12-043462', '0001193125-11-294477', '0001193125-11-133649', '0001193125-11-027088', '0001193125-10-247899', '0001193125-10-114412', '0001193125-10-021752', '0001193125-09-221759', '0001193125-09-106754', '0001193125-09-017160', '0001193125-08-227290', '0001193125-08-107231', '0001193125-08-022648', '0001193125-07-238492', '0001193125-07-115219']",15,42,57,Information Technology,Data Processing & Outsourced Services,6/18/2018,1962.0
FLT,1175454,FLEETCOR TECHNOLOGIES INC,NYSE,"['0001175454-21-000022', '0001175454-20-000008', '0001175454-19-000004', '0001175454-18-000007', '0001175454-17-000005', '0001193125-16-485752', '0001193125-15-073581', '0001193125-14-080429', '0001193125-13-087935', '0001193125-12-089630', '0001193125-11-078175', '0000905148-04-001866']","['0001175454-21-000047', '0001175454-21-000039', '0001175454-21-000028', '0001175454-20-000046', '0001175454-20-000033', '0001175454-20-000020', '0001175454-19-000024', '0001628280-19-010570', '0001175454-19-000017', '0001175454-18-000032', '0001175454-18-000027', '0001175454-18-000023', '0001175454-17-000026', '0001175454-17-000021', '0001175454-17-000014', '0001175454-16-000015', '0001175454-16-000008', '0001628280-16-015940', '0001193125-15-372089', '0001193125-15-285074', '0001193125-15-181886', '0001193125-14-406270', '0001193125-14-298541', '0001193125-14-195101', '0001193125-13-435214', '0001193125-13-324377', '0001193125-13-213085', '0001193125-12-463560', '0001193125-12-225964', '0001193125-11-310859', '0001193125-11-222125', '0001193125-11-140813']",12,32,44,Information Technology,Data Processing & Outsourced Services,6/20/2018,2000.0
QRVO,1604778,"Qorvo, Inc.",Nasdaq,"['0001604778-21-000032', '0001604778-20-000030', '0001604778-19-000031', '0001604778-18-000023', '0001604778-17-000031', '0001604778-16-000175', '0001604778-15-000051']","['0001604778-21-000058', '0001604778-21-000042', '0001604778-21-000010', '0001604778-20-000086', '0001604778-20-000057', '0001604778-20-000008', '0001604778-19-000084', '0001604778-19-000053', '0001604778-19-000008', '0001604778-18-000094', '0001604778-18-000071', '0001604778-18-000007', '0001604778-17-000058', '0001604778-17-000047', '0001604778-17-000012', '0001604778-16-000211', '0001604778-16-000193', '0001604778-16-000133', '0001604778-15-000109', '0001604778-15-000075', '0001604778-15-000011', '0001604778-14-000014', '0001193125-14-340400']",7,23,30,Information Technology,Semiconductors,6/11/2015,2015.0
CDAY,1725057,Ceridian HCM Holding Inc.,NYSE,"['0001564590-21-009508', '0001564590-20-007850', '0001564590-19-005517']","['0001564590-21-054003', '0001564590-21-040837', '0001564590-21-024095', '0001564590-20-051347', '0001564590-20-036829', '0001564590-20-021938', '0001564590-19-041765', '0001564590-19-026989', '0001564590-19-014828', '0001564590-18-025331', '0001193125-18-243512', '0001193125-18-173632']",3,12,15,Information Technology,Application Software,9/20/2021,1992.0
NLOK,849399,NortonLifeLock Inc.,Nasdaq,"['0000849399-21-000010', '0000849399-20-000004', '0000849399-19-000005', '0001193125-18-309091', '0000849399-17-000009', '0000849399-16-000022', '0000849399-15-000007', '0001193125-14-202922', '0001193125-13-226119', '0001193125-12-241997', '0000950123-11-052609', '0000950123-10-052086', '0000950134-09-011638', '0000950134-08-010001', '0000950134-07-012232', '0000891618-06-000254', '0000950134-05-012034', '0000950134-04-008785', '0000891618-03-003056', '0000891618-02-002836', '0000891618-01-501315']","['0000849399-21-000022', '0000849399-21-000014', '0000849399-21-000005', '0000849399-20-000011', '0000849399-20-000007', '0000849399-20-000002', '0000849399-19-000016', '0000849399-19-000008', '0000849399-19-000002', '0000849399-18-000013', '0000849399-18-000014', '0000849399-18-000004', '0000849399-17-000016', '0000849399-17-000011', '0000849399-17-000006', '0000849399-16-000030', '0000849399-16-000025', '0000849399-16-000018', '0000849399-15-000015', '0000849399-15-000011', '0000849399-15-000005', '0000849399-14-000008', '0001193125-14-303116', '0001193125-14-033092', '0001193125-13-415692', '0001193125-13-312695', '0001193125-13-027986', '0001193125-12-441366', '0001193125-12-325402', '0001193125-12-032307', '0001193125-11-290966', '0000950123-11-072230', '0000950123-11-008364', '0000950123-10-100162', '0000950123-10-072515', '0000950123-10-009307', '0000950123-09-057604', '0000950123-09-030335', '0000950134-09-002185', '0000950134-08-019891', '0000950134-08-014762', '0000891618-08-000069', '0000950134-07-022679', '0000950134-07-017166', '0000950134-07-002202', '0000891618-06-000466', '0000950134-06-015512', '0000891618-06-000063', '0000891618-05-000843', '0000950134-05-015539', '0000950134-05-002092', '0000891618-04-001315', '0000950134-04-011832', '0000891618-04-000575', '0000891618-03-005757', '0000891618-03-004475', '0000891618-03-000578', '0000891618-02-005049', '0000891618-02-003628', '0000891618-02-000460', '0000891618-01-501978', '0001095811-01-503760', '0001095811-01-000952', '0001095811-00-004530', '0001095811-00-002571']",21,65,86,Information Technology,Application Software,3/25/2003,1982.0
PTC,857005,PTC INC.,Nasdaq,"['0001070081-21-000009', '0001564590-20-054803', '0001070081-20-000064', '0000857005-19-000040', '0001070081-19-000018', '0000857005-18-000025', '0001070081-18-000042', '0000857005-17-000021', '0001070081-17-000062', '0000857005-16-000071', '0001047469-16-010589', '0000857005-15-000042', '0000857005-14-000032', '0001047469-14-001914', '0000857005-13-000038', '0000857005-12-000031', '0001193125-11-320097', '0001193125-10-267323', '0001193125-09-241507', '0001193125-08-244400', '0000950135-07-007240', '0001193125-06-253501', '0001193125-05-242673', '0001193125-04-212702', '0001193125-03-099084', '0000927016-03-000282']","['0001070081-21-000037', '0001564590-21-040209', '0001070081-21-000029', '0001564590-21-023320', '0001070081-21-000017', '0001564590-21-004303', '0001070081-20-000139', '0001070081-20-000128', '0001564590-20-036779', '0000857005-20-000017', '0001070081-20-000096', '0000857005-20-000009', '0001070081-19-000057', '0000857005-19-000017', '0001070081-19-000050', '0000857005-19-000011', '0001070081-19-000028', '0000857005-19-000006', '0001070081-18-000077', '0001070081-18-000064', '0000857005-18-000015', '0001070081-18-000050', '0000857005-18-000008', '0000857005-18-000004', '0001070081-17-000128', '0001070081-17-000117', '0000857005-17-000013', '0000857005-17-000009', '0001070081-17-000084', '0000857005-17-000004', '0001070081-16-000005', '0000857005-16-000068', '0001104659-16-137088', '0000857005-16-000059', '0001104659-16-118284', '0000857005-16-000050', '0001104659-15-077319', '0000857005-15-000028', '0001104659-15-054975', '0000857005-15-000021', '0001104659-15-033863', '0000857005-15-000007', '0001104659-14-077726', '0001104659-14-058236', '0000857005-14-000018', '0001104659-14-035287', '0000857005-14-000004', '0001104659-13-084831', '0001104659-13-062994', '0000857005-13-000026', '0000857005-13-000018', '0000857005-13-000009', '0000857005-12-000019', '0000857005-12-000014', '0000857005-12-000005', '0001193125-11-218270', '0001193125-11-135885', '0001193125-11-028935', '0001193125-10-187009', '0001193125-10-118795', '0001193125-10-028549', '0001193125-09-174339', '0001193125-09-111423', '0001193125-09-027292', '0001193125-08-170085', '0000950135-08-003547', '0000950135-08-000606', '0000950135-07-004891', '0000950135-07-003074', '0000950135-07-000609', '0001193125-06-169817', '0001193125-06-109231', '0001193125-06-025359', '0001193125-05-165325', '0001193125-05-105676', '0001193125-05-025093', '0001193125-04-142327', '0001193125-04-090888', '0001193125-04-025187', '0001193125-03-034241', '0000927016-03-002605', '0000927016-03-000545', '0000927016-02-004017', '0000927016-02-002829', '0000927016-02-000694', '0000927016-01-502486', '0000927016-01-501056']",26,87,113,Information Technology,Application Software,4/20/2021,1985.0
JKHY,779152,HENRY JACK & ASSOCIATES INC,Nasdaq,"['0000779152-21-000073', '0000779152-20-000064', '0000779152-19-000048', '0000779152-18-000060', '0000779152-17-000040', '0000779152-16-000142', '0000779152-15-000056', '0000779152-14-000036', '0000779152-13-000028', '0000779152-12-000051', '0000926236-11-000072', '0000926236-10-000031', '0000926236-09-000039', '0000926236-08-000050', '0000926236-07-000089', '0000926236-06-000116', '0000926236-05-000118', '0000926236-04-000130', '0000926236-03-000149', '0000926236-02-000174', '0000926236-01-500169']","['0000779152-21-000099', '0000779152-21-000027', '0000779152-21-000009', '0000779152-20-000099', '0000779152-20-000035', '0000779152-20-000011', '0000779152-19-000086', '0000779152-19-000027', '0000779152-19-000005', '0000779152-18-000101', '0000779152-18-000020', '0000779152-18-000004', '0000779152-17-000088', '0000779152-17-000018', '0000779152-17-000007', '0000779152-16-000167', '0000779152-16-000114', '0000779152-16-000101', '0000779152-15-000073', '0000779152-15-000042', '0000779152-15-000041', '0000779152-14-000053', '0000779152-14-000022', '0000779152-14-000006', '0000779152-13-000047', '0000779152-13-000018', '0000779152-13-000004', '0000779152-12-000070', '0000779152-12-000028', '0000779152-12-000011', '0000926236-11-000032', '0000926236-11-000014', '0000926236-10-000049', '0000926236-10-000017', '0000926236-10-000007', '0000926236-09-000048', '0000926236-09-000026', '0000926236-09-000008', '0000926236-08-000066', '0000926236-08-000033', '0000926236-08-000014', '0000926236-07-000107', '0000926236-07-000039', '0000926236-07-000013', '0000926236-06-000133', '0000926236-06-000064', '0000926236-06-000021', '0000926236-05-000142', '0000926236-05-000054', '0000926236-05-000013', '0000926236-04-000172', '0000926236-04-000069', '0000926236-04-000016', '0000926236-03-000168', '0000926236-03-000070', '0000926236-03-000023', '0000926236-02-000199', '0000926236-02-000096', '0000926236-02-000030', '0000926236-01-500210', '0000926236-01-500067']",21,61,82,Information Technology,Data Processing & Outsourced Services,11/13/2018,1976.0
CTXS,877890,CITRIX SYSTEMS INC,Nasdaq,"['0000877890-21-000051', '0000877890-20-000051', '0000877890-19-000035', '0000877890-18-000025', '0000877890-17-000030', '0000877890-16-000184', '0000877890-15-000016', '0000877890-14-000007', '0000877890-13-000016', '0000877890-12-000019', '0001193125-11-045415', '0001193125-10-037944', '0001193125-09-041053', '0001193125-08-040132', '0001193125-07-197541', '0001193125-06-053617', '0001193125-05-047753', '0000950144-04-002373', '0000950144-03-003643', '0000950144-02-002868', '0000950144-01-003817']","['0000877890-21-000351', '0000877890-21-000271', '0000877890-21-000189', '0000877890-20-000316', '0000877890-20-000247', '0000877890-20-000155', '0000877890-19-000279', '0000877890-19-000210', '0000877890-19-000134', '0000877890-18-000149', '0000877890-18-000117', '0000877890-18-000071', '0000877890-17-000151', '0000877890-17-000106', '0000877890-17-000069', '0000877890-16-000338', '0000877890-16-000297', '0000877890-16-000251', '0000877890-15-000135', '0000877890-15-000098', '0000877890-15-000056', '0000877890-14-000100', '0000877890-14-000085', '0000877890-13-000083', '0000877890-13-000068', '0000877890-13-000044', '0000877890-12-000099', '0000877890-12-000078', '0000877890-12-000052', '0000877890-11-000094', '0001193125-11-213995', '0001193125-11-132100', '0001193125-10-253801', '0001193125-10-183214', '0001193125-10-108665', '0001193125-09-223664', '0001193125-09-168937', '0001193125-09-105185', '0001193125-08-226103', '0001193125-08-168252', '0001193125-08-104208', '0001193125-07-238475', '0001193125-07-197549', '0001193125-07-197556', '0001193125-06-223806', '0001193125-06-165474', '0001193125-06-100033', '0001193125-05-221396', '0001193125-05-162631', '0001193125-05-099177', '0001193125-04-187604', '0001193125-04-134113', '0001193125-04-081817', '0000950144-03-012502', '0000950144-03-009747', '0000950144-03-006453', '0000950144-02-011528', '0000950144-02-008641', '0000950144-02-005365', '0000950144-01-509033', '0000950144-01-505841', '0000950144-01-502411', '0000950144-00-013528', '0000950144-00-010002']",21,64,85,Information Technology,Application Software,12/1/1999,1989.0
WU,1365135,Western Union CO,NYSE,"['0001558370-21-001284', '0001558370-20-001090', '0001558370-19-000848', '0001365135-18-000013', '0001365135-17-000008', '0001365135-16-000062', '0001365135-15-000008', '0001365135-14-000014', '0001365135-13-000008', '0000950123-11-018841', '0000950123-10-018216', '0001193125-09-032396', '0001193125-08-038154', '0001193125-07-040314']","['0001558370-21-014103', '0001558370-21-010208', '0001558370-21-005716', '0001558370-20-012046', '0001558370-20-009217', '0001558370-20-005200', '0001558370-19-009577', '0001558370-19-006821', '0001558370-19-004270', '0001365135-18-000045', '0001365135-18-000033', '0001365135-18-000021', '0001365135-17-000044', '0001365135-17-000031', '0001365135-17-000019', '0001365135-16-000096', '0001365135-16-000089', '0001365135-16-000077', '0001365135-15-000055', '0001365135-15-000042', '0001365135-15-000018', '0001365135-14-000041', '0001365135-14-000034', '0001365135-14-000021', '0001365135-13-000062', '0001365135-13-000046', '0001365135-13-000031', '0001445305-12-002433', '0001445305-12-001299', '0001193125-11-295188', '0000950123-11-071709', '0000950123-11-044715', '0000950123-10-101718', '0000950123-10-072572', '0000950123-10-045625', '0001193125-09-219024', '0001193125-09-163822', '0001193125-09-096522', '0001193125-08-222151', '0001193125-08-165333', '0001193125-08-099546', '0001193125-07-237151', '0001193125-07-173843', '0001193125-07-104737', '0001193125-06-227048']",14,45,59,Information Technology,Data Processing & Outsourced Services,9/29/2006,1851.0
