ticker,cik,name,exchange,10K_files,10Q_files,k_count,q_count,total,GICS Sector,GICS Sub-Industry,Date first added,Founded
AMD,2488,ADVANCED MICRO DEVICES INC,Nasdaq,"['0001628280-21-001185', '0000002488-20-000008', '0000002488-19-000011', '0000002488-18-000042', '0000002488-17-000043', '0001185185-16-004058', '0000002488-16-000111', '0001185185-15-000675', '0001193125-15-054362', '0001185185-14-000677', '0001185185-13-000598', '0001193125-13-069422', '0001185185-12-000554', '0001193125-11-040392', '0001193125-10-035218', '0001193125-09-036235', '0001193125-08-038588', '0001193125-07-044191', '0001193125-06-040130', '0001193125-05-039876', '0001193125-04-037179', '0001012870-03-001181', '0001012870-02-001071']","['0000002488-21-000178', '0000002488-21-000116', '0000002488-21-000056', '0000002488-20-000164', '0000002488-20-000103', '0000002488-20-000051', '0000002488-19-000159', '0000002488-19-000104', '0000002488-19-000045', '0000002488-18-000189', '0000002488-18-000128', '0000002488-18-000068', '0000002488-17-000227', '0000002488-17-000156', '0000002488-17-000107', '0001185185-16-005775', '0000002488-16-000263', '0001185185-16-005234', '0000002488-16-000213', '0001185185-16-004691', '0000002488-16-000124', '0001185185-15-002819', '0000002488-15-000067', '0001185185-15-002152', '0001628280-15-005620', '0001185185-15-001235', '0001193125-15-156842', '0001185185-14-003126', '0001193125-14-389701', '0001185185-14-002107', '0001193125-14-289796', '0001185185-14-001199', '0001193125-14-177314', '0001185185-13-002344', '0001193125-13-418892', '0001185185-13-001564', '0001193125-13-315281', '0001185185-13-001071', '0001193125-13-201635', '0001185185-12-002420', '0001193125-12-446647', '0001185185-12-001616', '0001193125-12-332074', '0001193125-12-222047', '0001185185-11-001193', '0001193125-11-218202', '0001185185-11-000655', '0001193125-11-134452', '0001193125-10-246357', '0001193125-10-177386', '0001193125-10-106750', '0001193125-09-223772', '0001193125-09-165410', '0001193125-09-101683', '0001193125-08-228082', '0001193125-08-168449', '0001193125-08-105559', '0001193125-07-238299', '0001193125-07-172819', '0001193125-07-108224', '0001193125-06-230604', '0001193125-06-169620', '0001193125-06-100731', '0001193125-05-215504', '0001193125-05-099350', '0001193125-04-186500', '0001193125-04-132797', '0001193125-04-080712', '0001193125-03-078414', '0001193125-03-033907', '0001012870-03-002509', '0001012870-02-004351', '0001012870-02-003406', '0001012870-02-002217', '0001012870-01-502805', '0001012870-01-501532', '0001012870-01-500838']",23,77,100,Information Technology,Semiconductors,,1969.0
TXN,97476,TEXAS INSTRUMENTS INC,Nasdaq,"['0000097476-21-000006', '0000097476-20-000009', '0001564590-19-003839', '0001564590-18-002832', '0001564590-17-002142', '0001564590-16-013126', '0000097476-15-000003', '0000097476-14-000007', '0000097476-13-000009', '0000097476-12-000010', '0001140361-11-012312', '0001140361-10-007923', '0001206774-09-000314', '0001193125-08-038572', '0001193125-07-042451', '0001193125-06-041333', '0001193125-05-038623', '0001193125-04-031317', '0000930661-03-000885']","['0000097476-21-000032', '0000097476-21-000020', '0000097476-21-000013', '0001628280-20-014630', '0000097476-20-000026', '0000097476-20-000017', '0000097476-19-000009', '0001564590-19-027328', '0001564590-19-014051', '0001564590-18-026405', '0001564590-18-018753', '0001564590-18-010545', '0001564590-17-021032', '0001564590-17-015153', '0001564590-17-008260', '0001564590-16-027067', '0001564590-16-022552', '0001564590-16-017570', '0001564590-15-009541', '0001564590-15-006014', '0001564590-15-003271', '0000097476-14-000034', '0000097476-14-000027', '0000097476-14-000018', '0000097476-13-000044', '0000097476-13-000028', '0000097476-12-000056', '0000097476-12-000042', '0000097476-11-000055', '0000097476-11-000030', '0001140361-11-025120', '0001140361-10-043558', '0001140361-10-029928', '0001140361-10-029984', '0001140361-10-018271', '0000097476-09-000041', '0001140361-09-017223', '0000097476-09-000021', '0000097476-08-000217', '0000097476-08-000194', '0000097476-08-000141', '0000097476-07-000255', '0000097476-07-000187', '0000097476-07-000134', '0000097476-06-000251', '0000097476-06-000198', '0000097476-06-000141', '0001193125-05-215792', '0001193125-05-096765', '0001193125-04-186448', '0001193125-04-128207', '0001193125-04-071834', '0001193125-03-067434', '0001193125-03-024778', '0001193125-03-002021', '0000930661-02-003820', '0000097476-02-000023', '0000097476-02-000017', '0000097476-01-500025', '0000097476-01-500014', '0000097476-01-500004', '0000912057-00-045698', '0000912057-00-033442']",19,63,82,Information Technology,Semiconductors,,1930.0
INTU,896878,INTUIT INC,Nasdaq,"['0000896878-21-000233', '0000896878-20-000148', '0000896878-19-000132', '0000896878-18-000171', '0000896878-17-000130', '0000896878-16-000286', '0000896878-15-000116', '0000896878-14-000163', '0000896878-13-000149', '0000896878-12-000146', '0000896878-11-000093', '0000950123-10-086635', '0000950123-09-043307', '0000950134-08-016540', '0000950134-07-020001', '0000950134-06-017817', '0000950134-05-018355', '0000950134-04-014081', '0000891618-03-004854', '0000891618-02-004433']","['0000896878-21-000115', '0000896878-21-000059', '0000896878-20-000223', '0000896878-20-000065', '0000896878-20-000027', '0000896878-19-000174', '0000896878-19-000077', '0000896878-19-000042', '0000896878-18-000212', '0000896878-18-000075', '0000896878-18-000036', '0000896878-17-000170', '0000896878-17-000048', '0000896878-17-000030', '0000896878-16-000316', '0000896878-16-000225', '0000896878-16-000197', '0000896878-15-000140', '0000896878-15-000050', '0000896878-15-000034', '0000896878-14-000187', '0000896878-14-000051', '0000896878-14-000040', '0000896878-13-000163', '0000896878-13-000068', '0000896878-13-000052', '0000896878-12-000176', '0000896878-12-000070', '0000896878-12-000048', '0000896878-11-000117', '0000950123-11-055705', '0000950123-11-020460', '0000950123-10-111135', '0000950123-10-054230', '0000950123-10-019101', '0000950123-09-068379', '0000950134-09-011617', '0000950134-09-004209', '0000950134-08-021624', '0000950134-08-010488', '0000950134-08-003821', '0000950134-07-024741', '0000950134-07-012588', '0000950134-07-004697', '0000950134-06-022487', '0000950134-06-011375', '0000950134-06-004606', '0000950134-05-022611', '0000950134-05-011508', '0000950134-05-004338', '0000950134-04-019005', '0000950134-04-008758', '0000950134-04-003115', '0000891618-03-006189', '0000891618-03-002791', '0000891618-03-001077', '0000891618-02-005422', '0000891618-02-002662', '0000891618-02-000959', '0000891618-01-502515', '0000891618-01-501166', '0000891618-01-500179', '0001095811-00-005261']",20,63,83,Information Technology,Application Software,12/5/2000,1983.0
ADP,8670,AUTOMATIC DATA PROCESSING INC,Nasdaq,"['0000008670-21-000027', '0000008670-20-000032', '0000008670-19-000021', '0000008670-18-000011', '0000008670-17-000010', '0000008670-16-000053', '0000008670-15-000021', '0000008670-14-000015', '0000008670-13-000015', '0001206774-12-003634', '0001206774-11-001935', '0001206774-10-001881', '0001206774-09-001642', '0001206774-08-001519', '0001206774-07-002085', '0001206774-06-001911', '0000008670-05-000186', '0000008670-04-000144', '0000008670-03-000283', '0000008670-02-000008']","['0000008670-21-000035', '0000008670-21-000014', '0000008670-21-000007', '0000008670-20-000038', '0000008670-20-000020', '0000008670-20-000007', '0000008670-19-000027', '0000008670-19-000013', '0000008670-19-000005', '0000008670-18-000017', '0000008670-18-000007', '0000008670-18-000003', '0000008670-17-000012', '0000008670-17-000005', '0000008670-17-000003', '0000008670-16-000059', '0000008670-16-000034', '0000008670-16-000030', '0000008670-15-000026', '0000008670-15-000012', '0000008670-15-000004', '0000008670-14-000020', '0000008670-14-000006', '0000008670-14-000003', '0000008670-13-000019', '0000008670-13-000007', '0000008670-13-000003', '0000008670-12-000009', '0000008670-12-000004', '0000008670-12-000002', '0001206774-11-002415', '0000008670-11-000010', '0000008670-11-000007', '0000008670-10-000026', '0000008670-10-000012', '0000008670-10-000005', '0000008670-09-000037', '0000008670-09-000025', '0000008670-09-000012', '0000008670-08-000073', '0000008670-08-000043', '0000008670-08-000012', '0000008670-07-000251', '0001157523-07-004891', '0000008670-07-000103', '0000008670-06-000268', '0000008670-06-000104', '0000008670-06-000083', '0000008670-05-000244', '0000008670-05-000118', '0000008670-05-000098', '0000008670-04-000192', '0000008670-04-000085', '0000008670-04-000053', '0000008670-03-000347', '0000008670-03-000082', '0000008670-03-000051', '0000008670-02-000019', '0000008670-02-000005', '0000008670-02-000002', '0000008670-01-500023', '0000008670-01-500006', '0000008670-00-500008']",20,63,83,Information Technology,Data Processing & Outsourced Services,3/31/1981,1949.0
MU,723125,MICRON TECHNOLOGY INC,Nasdaq,"['0001493152-21-026701', '0000723125-21-000065', '0001493152-20-021259', '0001493152-20-020195', '0000723125-20-000082', '0001493152-19-015952', '0000723125-19-000094', '0000723125-18-000092', '0000723125-17-000131', '0000723125-16-000269', '0000723125-15-000112', '0000723125-14-000195', '0000723125-13-000228', '0000723125-12-000156', '0000723125-11-000189', '0000723125-10-000174', '0000723125-09-000128', '0000723125-08-000111', '0000723125-07-000108', '0001104659-06-072331', '0001104659-05-052716', '0001104659-04-030617', '0001047469-03-033422', '0000912057-02-038669', '0000912057-01-535432', '0000912057-00-045119']","['0000723125-21-000052', '0001493152-21-014506', '0001493152-21-014283', '0000723125-21-000032', '0001493152-21-006491', '0001493152-21-006234', '0000723125-21-000012', '0001493152-20-023876', '0001493152-20-023488', '0000723125-20-000067', '0001493152-20-011137', '0001493152-20-007104', '0000723125-20-000034', '0000723125-19-000174', '0001493152-19-019140', '0000723125-19-000035', '0001493152-19-009095', '0000723125-19-000014', '0000723125-18-000156', '0000723125-18-000065', '0000723125-18-000036', '0000723125-17-000166', '0000723125-17-000085', '0000723125-17-000037', '0000723125-17-000005', '0000723125-16-000201', '0000723125-16-000176', '0000723125-16-000146', '0000723125-15-000063', '0000723125-15-000039', '0000723125-15-000010', '0000723125-14-000120', '0000723125-14-000068', '0000723125-14-000013', '0000723125-13-000108', '0000723125-13-000042', '0000723125-13-000007', '0000723125-12-000084', '0000723125-12-000057', '0000723125-12-000007', '0000723125-11-000122', '0000723125-11-000085', '0000723125-11-000037', '0000723125-10-000091', '0000723125-10-000050', '0000723125-10-000019', '0000723125-09-000061', '0000723125-09-000029', '0000723125-09-000003', '0000723125-08-000053', '0000723125-08-000030', '0000723125-08-000004', '0000723125-07-000047', '0000723125-07-000028', '0001104659-07-002662', '0001104659-06-046432', '0001104659-06-024427', '0001104659-06-001391', '0001104659-05-031529', '0001104659-05-016121', '0001104659-04-019972', '0001104659-04-010470', '0001104659-04-001025', '0001104659-03-014540', '0001104659-03-006407', '0001047469-03-001163', '0000912057-02-025840', '0000912057-02-014607', '0000912057-02-001275', '0000912057-01-523192', '0000912057-01-508850', '0000912057-01-001237']",26,72,98,Information Technology,Semiconductors,9/27/1994,1978.0
FIS,1136893,"Fidelity National Information Services, Inc.",NYSE,"['0001136893-21-000025', '0001136893-20-000032', '0001136893-19-000008', '0001136893-18-000011', '0001136893-17-000008', '0001136893-16-000061', '0001136893-15-000006', '0001136893-14-000009', '0001136893-13-000011', '0001136893-12-000017', '0000950123-11-018522', '0000950123-10-017631', '0000950144-09-001697', '0000892569-08-000207', '0000892569-07-000185', '0000950134-06-005253', '0001193125-05-048033', '0001193125-04-024670', '0001047469-03-005642']","['0001136893-21-000228', '0001136893-21-000166', '0001136893-21-000094', '0001136893-20-000273', '0001136893-20-000200', '0001136893-20-000111', '0001136893-19-000192', '0001136893-19-000128', '0001136893-19-000024', '0001136893-18-000058', '0001136893-18-000044', '0001136893-18-000021', '0001136893-17-000042', '0001136893-17-000033', '0001136893-17-000019', '0001136893-16-000108', '0001136893-16-000096', '0001136893-16-000068', '0001136893-15-000048', '0001136893-15-000037', '0001136893-15-000020', '0001136893-14-000059', '0001136893-14-000038', '0001136893-14-000020', '0001136893-13-000037', '0001136893-13-000021', '0001136893-12-000054', '0001136893-12-000046', '0001136893-12-000030', '0001136893-11-000010', '0000950123-11-046453', '0000950123-10-101624', '0000950123-10-072296', '0000950123-10-044403', '0000950123-09-058365', '0000950123-09-030426', '0000950144-09-003968', '0000950144-08-008312', '0000892569-08-001102', '0000950134-08-008975', '0000892569-07-001400', '0000892569-07-001021', '0000892569-07-000631', '0000892569-06-001348', '0000892569-06-000968', '0000892569-06-000699', '0001193125-05-218231', '0001193125-05-102530', '0001193125-04-190768', '0001193125-04-134297', '0001193125-04-083670', '0001193125-03-076344', '0001193125-03-028584', '0000931763-03-001653', '0001104659-02-006383', '0000950144-02-008866', '0000950144-02-005335', '0000931763-01-502209', '0000931763-01-501486']",19,59,78,Information Technology,Data Processing & Outsourced Services,11/10/2006,1968.0
ADSK,769397,"Autodesk, Inc.",Nasdaq,"['0000769397-21-000014', '0000769397-20-000013', '0000769397-19-000016', '0000769397-18-000011', '0000769397-17-000014', '0000769397-16-000067', '0000769397-15-000012', '0000769397-14-000018', '0000769397-13-000007', '0000769397-12-000005', '0001193125-11-071209', '0001193125-10-061070', '0001193125-09-059920', '0001193125-08-068567', '0001193125-07-128970', '0001193125-06-068809', '0001193125-05-067261', '0001193125-04-059372', '0001193125-03-002078', '0000898430-02-001691', '0001012870-01-500493']","['0000769397-21-000075', '0000769397-21-000034', '0000769397-20-000040', '0000769397-20-000031', '0000769397-20-000023', '0000769397-19-000052', '0000769397-19-000040', '0000769397-19-000030', '0000769397-18-000051', '0000769397-18-000042', '0000769397-18-000024', '0000769397-17-000057', '0000769397-17-000051', '0000769397-17-000031', '0000769397-16-000097', '0000769397-16-000087', '0000769397-16-000079', '0000769397-15-000050', '0000769397-15-000040', '0000769397-15-000024', '0000769397-14-000060', '0000769397-14-000051', '0000769397-14-000035', '0000769397-13-000091', '0000769397-13-000056', '0000769397-13-000036', '0000769397-12-000023', '0000769397-12-000016', '0000769397-12-000009', '0001193125-11-332153', '0001193125-11-239152', '0001193125-11-158515', '0001193125-10-275686', '0001193125-10-202279', '0001193125-10-132539', '0001193125-09-249297', '0001193125-09-183342', '0001193125-09-124260', '0001193125-08-247608', '0001193125-08-191064', '0001193125-08-125979', '0001193125-07-258829', '0001193125-07-194166', '0001193125-07-132663', '0001193125-07-128965', '0001193125-07-128961', '0001193125-06-124545', '0001193125-05-237622', '0001193125-05-179876', '0001193125-05-121478', '0001193125-04-210314', '0001193125-04-154247', '0001193125-04-100924', '0001193125-03-093490', '0001193125-03-049499', '0001193125-03-009874', '0001021408-02-015089', '0000898430-02-003452', '0001021408-02-007714', '0001012870-01-503000', '0001012870-01-501716', '0001012870-01-500968']",21,62,83,Information Technology,Application Software,12/1/1989,1982.0
FISV,798354,FISERV INC,Nasdaq,"['0000798354-21-000004', '0000798354-20-000006', '0000798354-19-000005', '0000798354-18-000005', '0000798354-17-000006', '0001628280-16-011435', '0001193125-15-056319', '0001193125-14-060861', '0001193125-13-071589', '0001193125-11-045000', '0001193125-10-042577', '0001193125-09-041067', '0001193125-08-041891', '0001193125-07-042737', '0001193125-06-055120', '0001193125-05-037404', '0001193125-04-031049', '0000950131-03-001033']","['0000798354-21-000018', '0000798354-21-000014', '0000798354-21-000008', '0000798354-20-000024', '0000798354-20-000020', '0000798354-20-000013', '0000798354-19-000025', '0000798354-19-000019', '0000798354-19-000009', '0000798354-18-000021', '0000798354-18-000017', '0000798354-18-000009', '0000798354-17-000023', '0000798354-17-000019', '0000798354-17-000011', '0000798354-16-000022', '0000798354-16-000017', '0000798354-16-000008', '0001628280-15-007937', '0001193125-15-270747', '0001193125-15-174385', '0001193125-14-387385', '0001193125-14-286896', '0001193125-14-171890', '0001193125-13-418089', '0001193125-13-312502', '0001193125-12-443306', '0001193125-12-324802', '0001193125-12-204679', '0001193125-11-292805', '0001193125-11-206249', '0001193125-11-125883', '0001193125-10-249903', '0001193125-10-178791', '0001193125-10-110738', '0001193125-09-227470', '0001193125-09-167025', '0001193125-09-103517', '0001193125-08-227432', '0001193125-08-169472', '0001193125-08-109475', '0001193125-07-240252', '0001193125-07-170797', '0001193125-07-100566', '0001193125-06-222186', '0001193125-06-156130', '0001193125-06-093089', '0001193125-05-211186', '0001193125-05-152329', '0001193125-05-089808', '0001193125-04-175605', '0001193125-04-121981', '0001193125-04-066693', '0001193125-03-064870', '0001193125-03-022325', '0000899243-03-000927', '0000950131-02-003935', '0000950131-02-002772', '0000950131-02-001600', '0000940180-01-500450', '0000950131-01-502380', '0000950131-01-500835']",18,62,80,Information Technology,Data Processing & Outsourced Services,4/2/2001,1984.0
ADI,6281,ANALOG DEVICES INC,Nasdaq,"['0000006281-20-000156', '0000006281-19-000144', '0000006281-18-000126', '0000006281-17-000144', '0000006281-16-000097', '0000006281-15-000044', '0000006281-14-000039', '0000006281-13-000040', '0000006281-12-000010', '0000950123-11-099928', '0000950123-10-107816', '0000950123-09-065635', '0000950135-08-007596', '0000950135-07-007253', '0000950135-06-007047', '0000950135-05-006610', '0000950135-04-005529', '0000950135-03-006138', '0000950135-03-000473', '0000950135-01-000177']","['0000006281-21-000197', '0000006281-21-000169', '0000006281-21-000022', '0000006281-20-000123', '0000006281-20-000087', '0000006281-20-000013', '0000006281-19-000115', '0000006281-19-000089', '0000006281-19-000013', '0000006281-18-000106', '0000006281-18-000084', '0000006281-18-000018', '0000006281-17-000114', '0000006281-17-000086', '0000006281-17-000008', '0000006281-16-000073', '0000006281-16-000067', '0000006281-16-000060', '0000006281-15-000027', '0000006281-15-000015', '0000006281-15-000005', '0000006281-14-000027', '0000006281-14-000014', '0000006281-14-000003', '0000006281-13-000028', '0000006281-13-000021', '0000006281-13-000004', '0000006281-12-000004', '0001193125-12-243459', '0001193125-12-072732', '0000950123-11-077973', '0000950123-11-051316', '0000950123-11-014275', '0000950123-10-078540', '0000950123-10-050859', '0000950123-10-013755', '0000950123-09-036183', '0000950135-09-004116', '0000950135-09-001042', '0000950135-08-005673', '0000950135-08-003842', '0000950135-08-001113', '0000950135-07-005221', '0000950135-07-003290', '0000950135-07-000978', '0000950135-06-005138', '0000950135-06-003533', '0000950135-06-000872', '0000950135-05-004803', '0000950135-05-002919', '0000950135-05-000824', '0000950135-04-004054', '0000950135-04-002709', '0000950135-04-000769', '0000950135-03-004538', '0000950135-03-003234', '0000950135-03-001609', '0000950135-02-004176', '0000950135-02-002925', '0000950135-02-001266', '0000950135-01-502839', '0000950135-01-501682', '0000950135-01-500349', '0000950135-00-004301']",20,64,84,Information Technology,Semiconductors,10/12/1999,1965.0
NXPI,1413447,NXP Semiconductors N.V.,Nasdaq,"['0001413447-21-000011', '0001413447-20-000009']","['0001413447-21-000094', '0001413447-21-000062', '0001413447-21-000032', '0001413447-20-000084', '0001413447-20-000056', '0001413447-20-000026', '0001413447-19-000035']",2,7,9,Information Technology,Semiconductors,3/22/2021,1953.0
XLNX,743988,XILINX INC,Nasdaq,"['0000743988-21-000016', '0000743988-20-000020', '0000743988-19-000012', '0000743988-18-000022', '0000743988-17-000046', '0000743988-16-000063', '0000743988-15-000022', '0000743988-14-000026', '0000743988-13-000018', '0001193125-12-249215', '0000950123-11-055454', '0000950123-10-054852', '0001206774-09-001145', '0001206774-08-001077', '0001206774-07-001475', '0001047469-06-007867', '0001047469-05-016238', '0001047469-04-019430', '0001012870-03-003078', '0001012870-02-002739', '0001012870-01-501165']","['0000743988-21-000045', '0000743988-21-000037', '0000743988-21-000011', '0000743988-20-000051', '0000743988-20-000040', '0000743988-20-000009', '0000743988-19-000038', '0000743988-19-000027', '0000743988-19-000004', '0000743988-18-000044', '0000743988-18-000038', '0000743988-18-000013', '0000743988-17-000080', '0000743988-17-000061', '0000743988-17-000011', '0000743988-16-000086', '0000743988-16-000073', '0000743988-16-000050', '0000743988-15-000043', '0000743988-15-000034', '0000743988-15-000012', '0000743988-14-000050', '0000743988-14-000042', '0000743988-14-000007', '0000743988-13-000043', '0000743988-13-000034', '0000743988-13-000005', '0001445305-12-002460', '0001193125-12-043685', '0000950123-11-009942', '0000950123-10-102488', '0000950123-10-075187', '0001206774-10-000261', '0001206774-09-002023', '0001206774-09-001503', '0001206774-09-000152', '0001206774-08-001777', '0001206774-08-001381', '0001206774-08-000260', '0001206774-07-002579', '0001206774-07-001932', '0001104659-07-006923', '0001104659-06-071263', '0001104659-06-055238', '0001104659-06-005934', '0001104659-05-052696', '0001104659-05-037309', '0001104659-05-004898', '0001104659-04-033955', '0001104659-04-023041', '0001104659-04-002249', '0001104659-03-025131', '0001104659-03-017779', '0001012870-03-000473', '0001012870-02-004315', '0001021408-02-010672', '0001012870-02-000490', '0001021408-01-509865', '0001021408-01-504892']",21,59,80,Information Technology,Semiconductors,11/8/1999,1984.0
SNPS,883241,SYNOPSYS INC,Nasdaq,"['0000883241-20-000015', '0000883241-19-000019', '0000883241-18-000012', '0000883241-17-000014', '0000883241-16-000027', '0000883241-15-000014', '0000883241-14-000008', '0001193125-13-479653', '0001193125-12-510596', '0001193125-11-343034', '0001193125-10-282648', '0001193125-09-255277', '0001047469-08-013321', '0001047469-07-010271', '0001104659-07-001964', '0001104659-06-001880', '0001047469-05-000652', '0001193125-04-011291', '0001166063-03-000002', '0000891618-02-000260', '0001095811-01-000430']","['0000883241-21-000017', '0000883241-21-000012', '0000883241-21-000009', '0000883241-20-000012', '0000883241-20-000009', '0000883241-20-000006', '0000883241-19-000015', '0000883241-19-000011', '0000883241-19-000008', '0000883241-18-000008', '0000883241-18-000005', '0000883241-18-000002', '0000883241-17-000007', '0000883241-17-000005', '0000883241-17-000003', '0000883241-16-000022', '0000883241-16-000020', '0000883241-16-000017', '0000883241-15-000011', '0000883241-15-000008', '0000883241-15-000004', '0000883241-14-000005', '0001193125-14-213430', '0001193125-14-069985', '0001193125-13-353975', '0001193125-13-243521', '0001193125-13-088256', '0001193125-12-377617', '0001193125-12-257478', '0001193125-12-099331', '0001193125-11-240188', '0001193125-11-153412', '0001193125-11-053667', '0001193125-10-206743', '0001193125-10-133054', '0001193125-10-051446', '0001104659-09-053842', '0001104659-09-037483', '0001104659-09-015587', '0001104659-08-057756', '0001104659-08-039072', '0001104659-08-016911', '0001104659-07-068817', '0001104659-07-045552', '0001104659-07-017512', '0001104659-06-059654', '0001104659-06-040534', '0001104659-06-015107', '0001104659-05-042780', '0001104659-05-026547', '0001104659-05-010424', '0001104659-04-027593', '0001104659-04-016631', '0001193125-04-042533', '0001166063-03-000018', '0001166063-03-000012', '0001166063-03-000008', '0001166063-02-000014', '0001166063-02-000010', '0001166063-02-000008', '0000891618-01-501792', '0000891618-01-501208', '0001095811-01-001658', '0001095811-00-003321']",21,64,85,Information Technology,Application Software,3/16/2017,1986.0
CDNS,813672,CADENCE DESIGN SYSTEMS INC,Nasdaq,"['0000813672-21-000009', '0000813672-20-000007', '0000813672-19-000008', '0000813672-18-000008', '0000813672-17-000006', '0000813672-16-000040', '0000813672-15-000008', '0000813672-14-000008', '0000813672-13-000007', '0000950123-11-017955', '0000950123-10-018407', '0000891618-09-000064', '0000950134-08-003361', '0000891618-07-000106', '0000950134-06-004749', '0000950134-05-005251', '0000950134-04-004613', '0000891618-03-001237', '0000891618-02-001144', '0001095811-01-001886']","['0000813672-21-000037', '0000813672-21-000028', '0000813672-21-000016', '0000813672-20-000027', '0000813672-20-000020', '0000813672-20-000013', '0000813672-19-000027', '0000813672-19-000022', '0000813672-19-000014', '0000813672-18-000025', '0000813672-18-000020', '0000813672-18-000014', '0000813672-17-000023', '0000813672-17-000017', '0000813672-17-000011', '0000813672-16-000056', '0000813672-16-000050', '0000813672-16-000045', '0000813672-15-000032', '0000813672-15-000024', '0000813672-15-000013', '0000813672-14-000026', '0000813672-14-000021', '0000813672-14-000013', '0000813672-13-000027', '0000813672-13-000021', '0000813672-13-000015', '0001445305-12-003230', '0001193125-12-316862', '0001193125-12-191236', '0001193125-11-286241', '0000950123-11-041834', '0000950123-10-098122', '0000950123-10-072486', '0000950123-10-041943', '0000950123-09-055518', '0000950123-09-028464', '0000950134-09-009129', '0000950134-08-021955', '0000950134-08-013555', '0000891618-08-000232', '0000950134-07-022187', '0000950134-07-016085', '0000950134-07-009516', '0000950134-06-019820', '0000950134-06-014996', '0000950134-06-008648', '0000950134-05-020709', '0000950134-05-015187', '0000950134-05-009635', '0000950134-04-011901', '0000950134-04-007251', '0000891618-03-005748', '0000891618-03-004221', '0000891618-03-002452', '0000891618-02-004991', '0000891618-02-003780', '0000891618-02-002398', '0000891618-01-502132', '0001095811-01-504249', '0001095811-01-502196', '0000912057-00-050157', '0000912057-00-037767']",20,63,83,Information Technology,Application Software,9/18/2017,1988.0
PAYX,723531,PAYCHEX INC,Nasdaq,"['0000723531-21-000035', '0000723531-20-000048', '0000723531-19-000032', '0000723531-18-000026', '0000723531-17-000023', '0000723531-16-000046', '0000723531-15-000011', '0000723531-14-000014', '0000723531-13-000021', '0001193125-12-309041', '0000950123-11-065947', '0000950123-10-066009', '0000950123-09-023519', '0000950152-08-005502', '0000950152-07-005944', '0000950152-06-005992', '0000950152-05-006110', '0000950152-04-005452', '0000950152-03-007265', '0000950152-02-005612', '0000723531-01-500014']","['0000723531-21-000050', '0000723531-21-000016', '0000723531-20-000075', '0000723531-20-000059', '0000723531-20-000017', '0000723531-19-000057', '0000723531-19-000046', '0000723531-19-000015', '0000723531-18-000048', '0000723531-18-000034', '0000723531-18-000009', '0000723531-17-000059', '0000723531-17-000038', '0000723531-17-000010', '0000723531-16-000061', '0000723531-16-000053', '0000723531-16-000034', '0000723531-15-000030', '0000723531-15-000015', '0000723531-15-000004', '0000723531-14-000031', '0000723531-14-000023', '0000723531-14-000005', '0000723531-13-000043', '0000723531-13-000033', '0000723531-13-000006', '0000723531-12-000011', '0001193125-12-401628', '0001193125-12-137499', '0001193125-11-347321', '0000950123-11-087071', '0000950123-11-028301', '0000950123-10-115032', '0000950123-10-089222', '0000950123-10-027758', '0000950123-09-071276', '0000950123-09-045262', '0000950152-09-003088', '0000950152-08-010385', '0000950152-08-007408', '0000950152-08-002321', '0000950152-07-009727', '0000950152-07-007744', '0000950152-07-002709', '0000950152-06-010316', '0000950152-06-007806', '0000950152-06-002607', '0000950152-05-010147', '0000950152-05-007850', '0000950152-05-002355', '0000950152-04-009117', '0000950152-04-006996', '0000950152-04-002076', '0000950152-03-010395', '0000950152-03-008396', '0000950152-03-003161', '0000950152-02-009471', '0000950152-02-007083', '0000950152-02-001911', '0000723531-01-500028', '0000723531-01-500020']",21,61,82,Information Technology,Data Processing & Outsourced Services,,1971.0
